QueryNumber;DocVotes;DocNumber
00078;1;1234
00079;0;65
00079;0;75
00079;1;123
00079;0;132
00079;1;135
00079;0;146
00079;0;148
00079;0;179
00079;0;184
00079;0;255
00079;0;315
00079;2;320
00079;1;330
00079;0;333
00079;1;359
00079;0;370
00079;1;373
00079;2;384
00079;0;427
00079;1;438
00079;0;452
00079;1;648
00079;2;650
00079;0;663
00079;1;826
00079;0;829
00079;0;838
00079;0;882
00079;0;912
00079;1;923
00079;1;944
00079;2;945
00079;0;1000
00079;0;1010
00079;0;1023
00079;0;1065
00079;2;1082
00079;0;1089
00079;1;1091
00079;2;1112
00079;1;1179
00079;2;1181
00079;1;1234
00080;0;61
00080;0;135
00080;0;152
00080;1;159
00080;1;238
00080;0;330
00080;1;333
00080;0;427
00080;0;438
00080;0;451
00080;0;452
00080;0;453
00080;2;458
00080;0;459
00080;2;460
00080;0;612
00080;0;663
00080;2;696
00080;0;722
00080;2;753
00080;1;800
00080;0;884
00080;0;912
00080;1;945
00080;0;1010
00080;1;1042
00080;0;1065
00080;1;1071
00080;2;1078
00080;0;1091
00080;0;1179
00080;0;1180
00080;2;1227
00080;1;1234
00081;0;31
00081;1;90
00081;0;93
00081;0;132
00081;0;135
00081;0;195
00081;0;253
00081;2;321
00081;1;326
00081;0;359
00081;1;370
00081;1;438
00081;2;542
00081;2;546
00081;0;550
00081;0;551
00081;0;586
00081;0;592
00081;0;729
00081;0;731
00081;2;734
00081;1;941
00081;0;944
00081;0;990
00081;2;1092
00081;0;1134
00081;0;1232
00081;0;1234
00082;2;25
00082;0;31
00082;2;90
00082;2;93
00082;0;132
00082;2;135
00082;0;148
00082;0;152
00082;0;159
00082;0;189
00082;0;195
00082;0;197
00082;0;238
00082;2;253
00082;0;297
00082;2;321
00082;2;326
00082;1;327
00082;0;330
00082;0;331
00082;0;333
00082;2;359
00082;1;370
00082;0;427
00082;2;438
00082;1;458
00082;2;542
00082;0;543
00082;2;546
00082;0;550
00082;0;551
00082;0;586
00082;0;592
00082;0;722
00082;0;724
00082;0;729
00082;0;731
00082;2;734
00082;0;826
00082;0;837
00082;0;845
00082;0;879
00082;0;882
00082;0;889
00082;0;904
00082;0;912
00082;0;937
00082;1;941
00082;1;944
00082;0;952
00082;2;963
00082;0;990
00082;0;1000
00082;2;1003
00082;0;1040
00082;0;1078
00082;0;1092
00082;0;1150
00082;0;1188
00082;0;1227
00082;0;1232
00082;1;1234
00083;2;18
00083;2;166
00083;0;187
00083;0;238
00083;0;366
00083;1;370
00083;0;394
00083;0;427
00083;0;430
00083;2;432
00083;1;447
00083;0;463
00083;0;501
00083;1;505
00083;0;517
00083;0;550
00083;1;590
00083;0;609
00083;0;668
00083;0;767
00083;0;905
00083;0;912
00083;0;988
00083;0;989
00083;0;1074
00083;1;1077
00083;0;1091
00083;1;1102
00083;2;1143
00083;0;1170
00083;0;1171
00083;2;1203
00084;0;8
00084;2;160
00084;0;333
00084;0;346
00084;0;384
00084;0;555
00084;0;590
00084;0;778
00084;0;837
00084;0;912
00084;1;922
00084;0;952
00084;1;986
00084;0;1086
00084;1;1112
00084;0;1179
00085;2;29
00085;1;58
00085;0;88
00085;0;98
00085;0;179
00085;0;200
00085;1;202
00085;0;250
00085;1;370
00085;0;427
00085;0;432
00085;0;438
00085;0;469
00085;2;475
00085;0;589
00085;0;590
00085;0;724
00085;0;732
00085;0;733
00085;0;888
00085;0;912
00085;0;941
00085;0;969
00085;2;982
00085;0;983
00085;2;1018
00085;0;1019
00085;0;1022
00085;0;1036
00085;0;1065
00085;2;1118
00086;2;8
00086;0;61
00086;0;85
00086;1;110
00086;1;135
00086;2;148
00086;0;152
00086;1;160
00086;0;200
00086;1;238
00086;2;271
00086;1;330
00086;1;346
00086;1;370
00086;0;384
00086;0;427
00086;1;505
00086;2;554
00086;0;555
00086;0;577
00086;0;586
00086;2;590
00086;1;722
00086;0;731
00086;1;763
00086;1;769
00086;0;922
00086;1;944
00086;1;945
00086;0;952
00086;1;983
00086;0;990
00086;1;1000
00086;0;1015
00086;0;1033
00086;0;1071
00086;0;1077
00086;0;1086
00086;0;1090
00086;1;1091
00086;0;1112
00086;0;1118
00086;1;1173
00086;0;1181
00086;0;1227
00086;0;1232
00086;0;1234
00087;2;187
00087;1;223
00087;2;228
00087;2;229
00087;1;333
00087;2;369
00087;1;370
00087;0;382
00087;0;394
00087;1;401
00087;2;432
00087;1;438
00087;0;485
00087;1;513
00087;1;550
00087;1;590
00087;1;631
00087;0;632
00087;0;668
00087;0;722
00087;1;812
00087;1;819
00087;0;833
00087;1;860
00087;0;945
00087;0;990
00087;2;1005
00087;0;1007
00087;2;1015
00087;0;1025
00087;0;1032
00087;2;1060
00087;1;1071
00087;1;1134
00087;0;1163
00087;0;1169
00087;0;1180
00087;0;1234
00088;1;370
00088;0;443
00088;2;457
00088;1;590
00088;2;614
00088;0;668
00088;1;678
00088;1;679
00088;0;702
00088;0;945
00088;0;990
00088;1;1091
00088;0;1134
00088;0;1144
00089;1;79
00089;0;152
00089;2;176
00089;1;177
00089;0;179
00089;2;260
00089;0;265
00089;0;370
00089;2;469
00089;0;479
00089;0;590
00089;1;706
00089;0;778
00089;1;905
00089;1;912
00089;0;1065
00089;0;1086
00090;2;7
00090;0;160
00090;0;161
00090;2;176
00090;2;177
00090;2;200
00090;1;260
00090;2;265
00090;0;370
00090;2;451
00090;1;479
00090;0;505
00090;0;589
00090;2;590
00090;0;763
00090;1;778
00090;0;874
00090;2;884
00090;2;912
00090;0;987
00090;0;1065
00090;0;1071
00090;1;1086
00090;0;1089
00090;1;1090
00090;1;1091
00090;0;1234
00090;0;1238
00091;0;1
00091;0;3
00091;0;4
00091;0;8
00091;0;9
00091;1;11
00091;0;13
00091;0;15
00091;1;17
00091;0;21
00091;1;29
00091;0;30
00091;0;32
00091;0;33
00091;0;40
00091;0;41
00091;0;45
00091;1;46
00091;0;50
00091;0;56
00091;2;57
00091;2;58
00091;1;59
00091;0;60
00091;1;69
00091;0;78
00091;2;88
00091;0;92
00091;0;94
00091;2;95
00091;2;97
00091;2;98
00091;0;100
00091;1;103
00091;1;105
00091;1;109
00091;0;115
00091;1;116
00091;0;118
00091;1;119
00091;0;121
00091;0;122
00091;0;124
00091;0;128
00091;0;134
00091;0;135
00091;1;139
00091;0;147
00091;0;163
00091;0;166
00091;0;170
00091;0;173
00091;1;174
00091;0;181
00091;2;182
00091;2;183
00091;2;186
00091;0;189
00091;0;199
00091;1;202
00091;1;204
00091;0;211
00091;0;226
00091;0;237
00091;2;240
00091;0;241
00091;0;242
00091;0;243
00091;0;244
00091;0;248
00091;2;250
00091;0;256
00091;0;259
00091;0;261
00091;0;263
00091;0;264
00091;0;265
00091;2;266
00091;2;267
00091;0;268
00091;0;272
00091;0;274
00091;0;275
00091;0;276
00091;0;278
00091;0;279
00091;0;281
00091;0;283
00091;0;286
00091;0;287
00091;2;294
00091;1;297
00091;0;300
00091;0;301
00091;2;314
00091;2;317
00091;2;322
00091;0;331
00091;0;333
00091;1;339
00091;0;348
00091;1;351
00091;1;352
00091;2;353
00091;1;354
00091;0;355
00091;1;359
00091;1;361
00091;2;362
00091;2;364
00091;2;370
00091;2;376
00091;2;381
00091;2;385
00091;0;392
00091;2;395
00091;2;396
00091;1;398
00091;0;405
00091;0;412
00091;2;413
00091;0;416
00091;2;422
00091;1;423
00091;0;426
00091;0;428
00091;0;431
00091;0;434
00091;1;443
00091;0;454
00091;0;455
00091;1;466
00091;2;468
00091;0;473
00091;2;474
00091;2;475
00091;1;478
00091;0;485
00091;0;486
00091;0;489
00091;1;508
00091;1;512
00091;0;538
00091;1;545
00091;0;549
00091;2;550
00091;0;551
00091;2;552
00091;0;553
00091;1;559
00091;0;562
00091;1;579
00091;0;582
00091;0;586
00091;1;594
00091;2;598
00091;1;601
00091;2;603
00091;1;611
00091;2;615
00091;0;626
00091;1;641
00091;0;642
00091;0;643
00091;0;648
00091;0;659
00091;0;667
00091;0;673
00091;2;682
00091;2;683
00091;2;684
00091;0;688
00091;1;690
00091;0;694
00091;1;695
00091;2;700
00091;0;704
00091;1;714
00091;0;719
00091;0;720
00091;2;722
00091;1;724
00091;0;725
00091;0;727
00091;2;728
00091;0;729
00091;0;731
00091;2;732
00091;2;733
00091;0;735
00091;0;751
00091;1;752
00091;2;756
00091;2;759
00091;0;762
00091;2;763
00091;1;764
00091;0;767
00091;0;768
00091;2;770
00091;0;771
00091;0;772
00091;0;773
00091;0;779
00091;2;781
00091;0;782
00091;1;784
00091;2;787
00091;0;788
00091;1;791
00091;0;794
00091;2;796
00091;2;797
00091;1;798
00091;1;799
00091;2;801
00091;2;803
00091;2;808
00091;0;809
00091;2;822
00091;2;833
00091;0;834
00091;0;835
00091;1;836
00091;0;838
00091;0;844
00091;0;854
00091;2;859
00091;0;866
00091;0;867
00091;0;868
00091;2;870
00091;0;872
00091;0;875
00091;0;880
00091;0;882
00091;0;883
00091;0;888
00091;2;893
00091;0;894
00091;0;896
00091;0;897
00091;1;900
00091;0;906
00091;0;913
00091;0;914
00091;1;935
00091;1;941
00091;0;944
00091;0;947
00091;2;965
00091;2;974
00091;1;982
00091;2;985
00091;0;990
00091;0;992
00091;0;993
00091;2;997
00091;2;998
00091;2;1000
00091;2;1018
00091;0;1019
00091;0;1023
00091;0;1033
00091;0;1040
00091;0;1041
00091;0;1043
00091;0;1047
00091;0;1051
00091;0;1054
00091;0;1056
00091;0;1057
00091;0;1058
00091;0;1063
00091;0;1080
00091;0;1085
00091;0;1091
00091;0;1093
00091;2;1095
00091;2;1097
00091;2;1098
00091;0;1103
00091;0;1106
00091;0;1107
00091;0;1108
00091;0;1115
00091;0;1116
00091;2;1118
00091;0;1119
00091;1;1125
00091;0;1134
00091;2;1177
00091;2;1184
00091;0;1186
00091;2;1189
00091;1;1191
00091;0;1192
00091;2;1216
00091;2;1217
00091;2;1219
00091;2;1226
00091;0;1232
00091;1;1234
00091;0;1235
00092;0;17
00092;0;43
00092;0;111
00092;0;130
00092;1;135
00092;0;136
00092;0;148
00092;0;181
00092;0;185
00092;0;189
00092;0;193
00092;0;200
00092;1;213
00092;0;226
00092;1;238
00092;2;258
00092;0;333
00092;0;342
00092;1;354
00092;1;370
00092;1;377
00092;0;392
00092;0;429
00092;0;434
00092;0;446
00092;1;465
00092;2;472
00092;2;473
00092;0;479
00092;1;489
00092;0;492
00092;0;503
00092;0;510
00092;1;514
00092;1;550
00092;1;559
00092;0;586
00092;0;596
00092;1;599
00092;0;607
00092;1;611
00092;0;643
00092;0;653
00092;2;661
00092;0;671
00092;0;687
00092;0;692
00092;2;705
00092;2;722
00092;1;724
00092;0;729
00092;0;731
00092;0;735
00092;1;763
00092;1;764
00092;0;767
00092;1;778
00092;2;783
00092;0;788
00092;0;804
00092;0;806
00092;0;822
00092;0;824
00092;0;826
00092;0;837
00092;0;838
00092;0;839
00092;1;842
00092;0;845
00092;0;856
00092;1;858
00092;0;859
00092;2;879
00092;0;883
00092;0;888
00092;0;889
00092;0;908
00092;1;910
00092;1;914
00092;0;915
00092;0;926
00092;1;930
00092;1;934
00092;0;940
00092;1;941
00092;0;944
00092;0;946
00092;2;952
00092;0;990
00092;2;1000
00092;0;1014
00092;0;1023
00092;0;1031
00092;1;1033
00092;0;1040
00092;0;1066
00092;0;1071
00092;0;1093
00092;2;1147
00092;0;1151
00092;0;1186
00092;0;1188
00092;1;1192
00092;2;1195
00092;0;1226
00092;0;1227
00092;1;1232
00092;2;1234
00092;0;00093
00092;2;113
00092;2;145
00092;2;180
00092;2;272
00092;0;422
00092;1;467
00092;1;489
00092;0;550
00092;0;586
00092;0;722
00092;0;724
00092;0;873
00092;0;999
00092;0;1000
00092;0;1020
00092;0;1023
00092;0;1033
00092;0;1233
00094;1;78
00094;0;114
00094;0;122
00094;0;123
00094;0;137
00094;0;192
00094;1;209
00094;0;270
00094;0;277
00094;0;282
00094;2;309
00094;2;311
00094;0;322
00094;0;359
00094;1;370
00094;0;400
00094;0;435
00094;0;436
00094;2;440
00094;0;442
00094;2;494
00094;2;498
00094;0;504
00094;0;505
00094;0;533
00094;2;536
00094;0;571
00094;2;742
00094;2;745
00094;1;789
00094;2;955
00094;0;1016
00094;0;1091
00094;0;1092
00094;2;1121
00094;2;1143
00094;1;1156
00094;0;1158
00094;2;1197
00094;2;1199
00094;0;1200
00094;2;1204
00094;1;1223
00095;0;12
00095;2;30
00095;0;43
00095;0;192
00095;0;257
00095;0;322
00095;2;603
00095;2;606
00095;0;1097
00096;0;9
00096;1;40
00096;0;43
00096;2;75
00096;2;454
00096;2;455
00096;1;520
00096;1;526
00096;0;527
00096;2;673
00096;0;883
00096;0;1087
00097;0;52
00097;0;68
00097;0;135
00097;1;140
00097;0;190
00097;0;392
00097;1;416
00097;0;538
00097;2;539
00097;2;751
00097;2;757
00098;2;145
00098;2;180
00098;0;270
00098;2;272
00098;0;362
00098;0;467
00098;0;595
00098;0;667
00098;2;728
00098;2;782
00098;1;787
00098;1;985
00098;0;1018
00098;0;1019
00098;1;1118
00099;2;268
00099;2;324
00099;2;449
00099;2;992
00099;1;1191
00100;1;59
00100;2;183
00100;1;370
00100;2;579
00100;1;803
00100;1;833
00100;2;1000
00100;2;1017
00100;0;1033
00100;1;1097
00100;1;1232
